,0,0
0,-3.5,0.0
1,-3.4411764705882355,0.05857637172516039
2,-3.3823529411764706,0.11665842807711346
3,-3.323529411764706,0.17424616905585744
4,-3.264705882352941,0.2313395946613941
5,-3.2058823529411766,0.2879387048937221
6,-3.1470588235294117,0.3440434997528423
7,-3.088235294117647,0.39965397923875434
8,-3.0294117647058822,0.4547701433514586
9,-2.9705882352941178,0.5093919920909542
10,-2.911764705882353,0.5635195254572416
11,-2.8529411764705883,0.6171527434503212
12,-2.7941176470588234,0.6702916460701931
13,-2.735294117647059,0.7229362333168563
14,-2.6764705882352944,0.7750865051903113
15,-2.6176470588235294,0.8267424616905585
16,-2.5588235294117645,0.8779041028175978
17,-2.5,0.9285714285714286
18,-2.4411764705882355,0.9787444389520512
19,-2.3823529411764706,1.0284231339594663
20,-2.3235294117647056,1.077607513593673
21,-2.264705882352941,1.1262975778546713
22,-2.2058823529411766,1.1744933267424615
23,-2.1470588235294117,1.222194760257044
24,-2.088235294117647,1.269401878398418
25,-2.0294117647058822,1.3161146811665845
26,-1.9705882352941178,1.362333168561542
27,-1.911764705882353,1.4080573405832921
28,-1.8529411764705883,1.453287197231834
29,-1.7941176470588236,1.4980227385071676
30,-1.7352941176470589,1.542263964409293
31,-1.6764705882352942,1.5860108749382105
32,-1.6176470588235294,1.62926347009392
33,-1.5588235294117647,1.6720217498764212
34,-1.5,1.7142857142857144
35,-1.4411764705882355,1.7560553633217992
36,-1.3823529411764706,1.7973306969846763
37,-1.323529411764706,1.838111715274345
38,-1.2647058823529411,1.8783984181908058
39,-1.2058823529411766,1.9181908057340582
40,-1.1470588235294117,1.9574888779041029
41,-1.0882352941176472,1.996292634700939
42,-1.0294117647058822,2.0346020761245676
43,-0.9705882352941178,2.0724172021749876
44,-0.9117647058823528,2.1097380128522
45,-0.8529411764705883,2.1465645081562035
46,-0.7941176470588234,2.1828966880869998
47,-0.7352941176470589,2.2187345526445874
48,-0.6764705882352944,2.254078101828967
49,-0.6176470588235294,2.2889273356401385
50,-0.5588235294117649,2.3232822540781015
51,-0.5,2.357142857142857
52,-0.4411764705882355,2.3905091448344042
53,-0.38235294117647056,2.4233811171527435
54,-0.32352941176470607,2.455758774097874
55,-0.2647058823529411,2.4876421156697974
56,-0.20588235294117663,2.519031141868512
57,-0.1470588235294117,2.549925852694019
58,-0.08823529411764719,2.580326248146317
59,-0.02941176470588225,2.610232328225408
60,0.02941176470588225,2.6396440929312903
61,0.08823529411764719,2.6685615422639644
62,0.1470588235294117,2.6969846762234306
63,0.20588235294117663,2.7249134948096887
64,0.2647058823529411,2.7523479980227386
65,0.3235294117647056,2.77928818586258
66,0.38235294117647056,2.805734058329214
67,0.44117647058823506,2.8316856154226397
68,0.5,2.857142857142857
69,0.5588235294117645,2.8821057834898665
70,0.617647058823529,2.9065743944636675
71,0.6764705882352944,2.930548690064261
72,0.7352941176470589,2.9540286702916463
73,0.7941176470588234,2.977014335145823
74,0.8529411764705879,2.999505684626792
75,0.9117647058823533,3.0215027187345527
76,0.9705882352941178,3.0430054374691053
77,1.0294117647058822,3.06401384083045
78,1.0882352941176467,3.084527928818586
79,1.1470588235294121,3.1045477014335146
80,1.2058823529411766,3.124073158675235
81,1.2647058823529411,3.143104300543747
82,1.3235294117647056,3.1616411270390508
83,1.3823529411764701,3.179683638161147
84,1.4411764705882355,3.1972318339100347
85,1.5,3.2142857142857144
86,1.5588235294117645,3.230845279288186
87,1.617647058823529,3.246910528917449
88,1.6764705882352944,3.2624814631735046
89,1.7352941176470589,3.277558082056352
90,1.7941176470588234,3.292140385565991
91,1.8529411764705879,3.306228373702422
92,1.9117647058823533,3.319822046465645
93,1.9705882352941178,3.33292140385566
94,2.0294117647058822,3.3455264458724665
95,2.0882352941176467,3.357637172516065
96,2.1470588235294112,3.3692535837864557
97,2.2058823529411766,3.380375679683638
98,2.264705882352941,3.3910034602076125
99,2.3235294117647056,3.4011369253583785
100,2.38235294117647,3.410776075135937
101,2.4411764705882355,3.419920909540287
102,2.5,3.428571428571429
103,2.5588235294117645,3.4367276322293625
104,2.617647058823529,3.444389520514088
105,2.6764705882352944,3.4515570934256057
106,2.735294117647059,3.458230350963915
107,2.7941176470588234,3.4644092931290165
108,2.852941176470588,3.4700939199209095
109,2.9117647058823533,3.475284231339595
110,2.9705882352941178,3.479980227385072
111,3.0294117647058822,3.484181908057341
112,3.0882352941176467,3.4878892733564015
113,3.1470588235294112,3.491102323282254
114,3.2058823529411766,3.4938210578348987
115,3.264705882352941,3.496045477014335
116,3.3235294117647056,3.4977755808205635
117,3.38235294117647,3.4990113692535836
118,3.4411764705882355,3.499752842313396
119,3.5,3.5
120,3.5,3.441666666666667
121,3.5,3.3833333333333333
122,3.5,3.325
123,3.5,3.2666666666666666
124,3.5,3.2083333333333335
125,3.5,3.15
126,3.5,3.091666666666667
127,3.5,3.033333333333333
128,3.5,2.975
129,3.5,2.9166666666666665
130,3.5,2.8583333333333334
131,3.5,2.8
132,3.5,2.7416666666666667
133,3.5,2.6833333333333336
134,3.5,2.625
135,3.5,2.5666666666666664
136,3.5,2.5083333333333333
137,3.5,2.45
138,3.5,2.3916666666666666
139,3.5,2.333333333333333
140,3.5,2.275
141,3.5,2.216666666666667
142,3.5,2.158333333333333
143,3.5,2.1
144,3.5,2.041666666666667
145,3.5,1.9833333333333334
146,3.5,1.925
147,3.5,1.8666666666666667
148,3.5,1.8083333333333333
149,3.5,1.75
150,3.5,1.6916666666666667
151,3.5,1.6333333333333333
152,3.5,1.575
153,3.5,1.5166666666666666
154,3.5,1.4583333333333335
155,3.5,1.4
156,3.5,1.3416666666666668
157,3.5,1.2833333333333332
158,3.5,1.225
159,3.5,1.1666666666666665
160,3.5,1.1083333333333334
161,3.5,1.0499999999999998
162,3.5,0.9916666666666667
163,3.5,0.9333333333333331
164,3.5,0.875
165,3.5,0.8166666666666664
166,3.5,0.7583333333333333
167,3.5,0.7000000000000002
168,3.5,0.6416666666666666
169,3.5,0.5833333333333335
170,3.5,0.5249999999999999
171,3.5,0.4666666666666668
172,3.5,0.4083333333333332
173,3.5,0.3500000000000001
174,3.5,0.2916666666666665
175,3.5,0.2333333333333334
176,3.5,0.17499999999999982
177,3.5,0.1166666666666667
178,3.5,0.058333333333333126
179,3.5,0.0
180,3.5,0.0
181,3.4292929292929295,0.0
182,3.3585858585858586,0.0
183,3.287878787878788,0.0
184,3.217171717171717,0.0
185,3.1464646464646466,0.0
186,3.0757575757575757,0.0
187,3.005050505050505,0.0
188,2.9343434343434343,0.0
189,2.8636363636363638,0.0
190,2.792929292929293,0.0
191,2.7222222222222223,0.0
192,2.6515151515151514,0.0
193,2.580808080808081,0.0
194,2.5101010101010104,0.0
195,2.4393939393939394,0.0
196,2.3686868686868685,0.0
197,2.297979797979798,0.0
198,2.2272727272727275,0.0
199,2.1565656565656566,0.0
200,2.0858585858585856,0.0
201,2.015151515151515,0.0
202,1.9444444444444444,0.0
203,1.8737373737373737,0.0
204,1.8030303030303032,0.0
205,1.7323232323232325,0.0
206,1.6616161616161618,0.0
207,1.590909090909091,0.0
208,1.5202020202020203,0.0
209,1.4494949494949494,0.0
210,1.378787878787879,0.0
211,1.308080808080808,0.0
212,1.2373737373737375,0.0
213,1.166666666666667,0.0
214,1.095959595959596,0.0
215,1.0252525252525255,0.0
216,0.9545454545454546,0.0
217,0.8838383838383841,0.0
218,0.8131313131313131,0.0
219,0.7424242424242427,0.0
220,0.6717171717171717,0.0
221,0.6010101010101012,0.0
222,0.5303030303030303,0.0
223,0.4595959595959598,0.0
224,0.38888888888888884,0.0
225,0.31818181818181834,0.0
226,0.2474747474747474,0.0
227,0.1767676767676769,0.0
228,0.10606060606060641,0.0
229,0.03535353535353547,0.0
230,-0.035353535353535026,0.0
231,-0.10606060606060597,0.0
232,-0.17676767676767646,0.0
233,-0.2474747474747474,0.0
234,-0.3181818181818179,0.0
235,-0.38888888888888884,0.0
236,-0.45959595959595934,0.0
237,-0.5303030303030303,0.0
238,-0.6010101010101012,0.0
239,-0.6717171717171713,0.0
240,-0.7424242424242422,0.0
241,-0.8131313131313131,0.0
242,-0.8838383838383841,0.0
243,-0.9545454545454541,0.0
244,-1.025252525252525,0.0
245,-1.095959595959596,0.0
246,-1.166666666666666,0.0
247,-1.237373737373737,0.0
248,-1.308080808080808,0.0
249,-1.378787878787879,0.0
250,-1.449494949494949,0.0
251,-1.5202020202020199,0.0
252,-1.5909090909090908,0.0
253,-1.6616161616161618,0.0
254,-1.7323232323232318,0.0
255,-1.8030303030303028,0.0
256,-1.8737373737373737,0.0
257,-1.9444444444444446,0.0
258,-2.0151515151515147,0.0
259,-2.0858585858585856,0.0
260,-2.1565656565656566,0.0
261,-2.2272727272727266,0.0
262,-2.2979797979797976,0.0
263,-2.3686868686868685,0.0
264,-2.4393939393939394,0.0
265,-2.5101010101010095,0.0
266,-2.5808080808080804,0.0
267,-2.6515151515151514,0.0
268,-2.7222222222222223,0.0
269,-2.7929292929292924,0.0
270,-2.8636363636363633,0.0
271,-2.9343434343434343,0.0
272,-3.005050505050505,0.0
273,-3.0757575757575752,0.0
274,-3.146464646464646,0.0
275,-3.217171717171717,0.0
276,-3.287878787878787,0.0
277,-3.358585858585858,0.0
278,-3.429292929292929,0.0
279,-3.5,0.0
